Customer Key,First Name,Last Name,Full Name,Age,Marital Status,Gender,Yearly Income,Total Children,DateFirstPurchase,DistanceFromStore,Customer City
17903,Bethany,Shen,Bethany Shen,72,M,Female,30000.00,1,2024-10-24,0-1 Miles,Birmingham
17904,Gina,Torres,Gina Torres,40,S,Female,10000.00,0,2022-04-02,0-1 Miles,Sunbury
17905,Calvin,Yuan,Calvin Yuan,39,M,Male,10000.00,0,2024-11-09,2-5 Miles,North Ryde
17906,Jonathon,Vazquez,Jonathon Vazquez,41,M,Male,10000.00,0,2024-12-04,2-5 Miles,Hawthorne
17907,Priscilla,Luo,Priscilla Luo,41,M,Female,10000.00,0,2024-10-07,2-5 Miles,Wollongong
17908,Warren,Yang,Warren Yang,42,M,Male,10000.00,0,2024-03-11,2-5 Miles,East Brisbane
17909,Joanna,Ortega,Joanna Ortega,43,S,Female,10000.00,0,2022-04-21,1-2 Miles,Newcastle
17910,Dustin,Nara,Dustin Nara,43,M,Male,10000.00,0,2022-04-11,0-1 Miles,Milsons Point
17911,Pedro,Rodriguez,Pedro Rodriguez,43,M,Male,10000.00,1,2022-04-06,2-5 Miles,Coffs Harbour
17912,Louis,Zhou,Louis Zhou,43,M,Male,10000.00,1,2022-04-08,2-5 Miles,Lane Cove
17913,Lacey,Xu,Lacey Xu,44,S,Female,10000.00,1,2022-04-29,1-2 Miles,Sunbury
17914,Phillip,Suri,Phillip Suri,41,M,Male,20000.00,0,2022-04-25,0-1 Miles,Findon
17915,Aimee,Li,Aimee Li,42,S,Female,10000.00,1,2022-04-10,2-5 Miles,Darlinghurst
17916,Tracy,Xu,Tracy Xu,42,S,Female,10000.00,1,2022-04-18,1-2 Miles,Lavender Bay
17917,Cristina,Raje,Cristina Raje,41,S,Female,20000.00,0,2022-04-17,0-1 Miles,Brisbane
17918,Suzanne,Zeng,Suzanne Zeng,41,M,Female,20000.00,0,2022-04-27,0-1 Miles,Springwood
17919,Bruce,Hernandez,Bruce Hernandez,42,S,Male,20000.00,0,2022-04-17,0-1 Miles,Seaford
17920,Bradley,Yuan,Bradley Yuan,42,S,Male,20000.00,0,2022-04-05,0-1 Miles,North Ryde
17921,Karen,Li,Karen Li,42,M,Female,20000.00,0,2022-04-02,0-1 Miles,Warrnambool
17922,Shane,Schmidt,Shane Schmidt,42,M,Male,20000.00,0,2022-04-29,0-1 Miles,Lane Cove
17923,Cory,Malhotra,Cory Malhotra,42,S,Male,10000.00,1,2022-04-26,1-2 Miles,Gold Coast
17924,Shawna,Lal,Shawna Lal,42,S,Female,10000.00,1,2022-04-11,1-2 Miles,Sunbury
17925,Bradley,Raji,Bradley Raji,42,S,Male,20000.00,0,2022-04-11,0-1 Miles,Darlinghurst
17926,Carolyn,Ramos,Carolyn Ramos,42,M,Female,20000.00,0,2022-04-26,0-1 Miles,Springwood
17927,Douglas,Patel,Douglas Patel,42,S,Male,20000.00,0,2022-04-19,0-1 Miles,Wollongong
17928,Terrence,She,Terrence She,76,M,Male,20000.00,2,2023-11-23,1-2 Miles,Essen
17929,Alfredo,Rubio,Alfredo Rubio,76,M,Male,20000.00,2,2023-11-07,1-2 Miles,Mühlheim
17930,Chelsea,Srini,Chelsea Srini,47,M,Female,20000.00,1,2024-09-18,1-2 Miles,Paris
17931,Jeffery,Zhao,Jeffery Zhao,48,M,Male,20000.00,1,2024-08-27,1-2 Miles,Saint Ouen
17932,Barry,Srini,Barry Srini,53,M,Male,30000.00,4,2023-12-16,0-1 Miles,Verrieres Le Buisson
17933,Virginia,Prasad,Virginia Prasad,59,M,Female,30000.00,3,2023-09-14,0-1 Miles,Maidenhead
17934,Nelson,Gill,Nelson Gill,54,S,Male,20000.00,1,2023-11-16,0-1 Miles,Eilenburg
17935,Misty,Jai,Misty Jai,59,M,Female,20000.00,1,2024-06-22,1-2 Miles,Erlangen
17936,Tonya,Deng,Tonya Deng,54,M,Female,20000.00,1,2024-04-18,2-5 Miles,Bury
17937,Heidi,Kapoor,Heidi Kapoor,59,M,Female,30000.00,3,2023-09-01,0-1 Miles,Runcorn
17938,Ruben,Gill,Ruben Gill,61,S,Male,10000.00,1,2025-01-04,1-2 Miles,Lieusaint
17939,Kelli,Wang,Kelli Wang,61,S,Female,10000.00,1,2025-01-03,2-5 Miles,Suresnes
17940,Tommy,Yuan,Tommy Yuan,61,M,Male,20000.00,2,2023-11-06,0-1 Miles,Frankfurt
17941,David,Jenkins,David Jenkins,60,M,Male,20000.00,2,2023-10-31,0-1 Miles,Ingolstadt
17942,Steven,Watson,Steven Watson,55,M,Male,20000.00,2,2023-11-02,2-5 Miles,Ingolstadt
17943,Joe,Romero,Joe Romero,55,S,Male,30000.00,3,2023-09-07,0-1 Miles,Warrington
17944,Riley,Rivera,Riley Rivera,51,M,Female,20000.00,2,2023-12-03,0-1 Miles,Drancy
17945,Julio,Rubio,Julio Rubio,56,M,Male,30000.00,1,2023-11-20,0-1 Miles,Frankfurt
17946,Jocelyn,Washington,Jocelyn Washington,56,M,Female,30000.00,1,2023-10-29,0-1 Miles,Kassel
17947,Erick,Srini,Erick Srini,61,S,Male,30000.00,1,2023-12-11,0-1 Miles,München
17948,Cheryl,Vazquez,Cheryl Vazquez,60,S,Female,30000.00,3,2023-09-21,0-1 Miles,West Sussex
17949,Sophia,Mitchell,Sophia Mitchell,61,M,Female,40000.00,3,2023-12-06,0-1 Miles,Lille
17950,Alberto,Ortega,Alberto Ortega,61,M,Male,30000.00,1,2023-12-13,0-1 Miles,Colomiers
17951,Frederick,Malhotra,Frederick Malhotra,50,M,Male,10000.00,1,2024-07-05,5-10 Miles,Esher-Molesey
17952,Brendan,Beck,Brendan Beck,50,S,Male,10000.00,2,2023-12-24,0-1 Miles,Sulzbach Taunus
17953,Latoya,Raje,Latoya Raje,49,S,Female,10000.00,2,2024-08-19,0-1 Miles,Paris
17954,Shelby,Torres,Shelby Torres,50,S,Female,20000.00,0,2024-05-20,0-1 Miles,Saint Germain en Laye
17955,Ronnie,Zhao,Ronnie Zhao,49,S,Male,20000.00,0,2024-11-14,2-5 Miles,Saarlouis
17956,Jaime,Gomez,Jaime Gomez,44,S,Male,30000.00,0,2022-01-20,0-1 Miles,Metz
17957,Misty,Yuan,Misty Yuan,49,S,Female,30000.00,0,2022-01-28,0-1 Miles,Sèvres
17958,Ricardo,Lal,Ricardo Lal,49,M,Male,30000.00,0,2023-09-24,0-1 Miles,London
17959,Ebony,Srini,Ebony Srini,50,M,Female,30000.00,0,2023-09-12,0-1 Miles,London
17960,Marie,Rodriguez,Marie Rodriguez,49,M,Female,40000.00,0,2023-09-13,0-1 Miles,Oxford
17961,Meghan,Blanco,Meghan Blanco,50,S,Female,20000.00,0,2024-11-04,0-1 Miles,Maidenhead
17962,Colin,Zhou,Colin Zhou,45,M,Male,30000.00,0,2023-09-14,0-1 Miles,London
17963,Natalie,Collins,Natalie Collins,51,S,Female,30000.00,0,2023-11-28,1-2 Miles,Darmstadt
17964,Darren,Suri,Darren Suri,50,M,Male,40000.00,0,2023-12-01,0-1 Miles,Solingen
17965,Warren,Chander,Warren Chander,45,M,Male,40000.00,0,2023-09-20,0-1 Miles,W. York
17966,Kellie,Gutierrez,Kellie Gutierrez,50,S,Female,50000.00,0,2023-09-19,0-1 Miles,Watford
17967,Cassandra,Gonzalez,Cassandra Gonzalez,62,M,Female,10000.00,3,2024-12-28,0-1 Miles,York
17968,Nina,Black,Nina Black,62,M,Female,20000.00,2,2023-09-13,2-5 Miles,Warrington
17969,Jeffery,Li,Jeffery Li,68,M,Male,20000.00,2,2023-09-11,2-5 Miles,Kirkby
17970,Erick,Martinez,Erick Martinez,66,S,Male,10000.00,2,2024-04-01,0-1 Miles,Berlin
17971,Mayra,Perez,Mayra Perez,52,S,Female,10000.00,2,2022-02-22,0-1 Miles,Colombes
17972,Alisha,Ma,Alisha Ma,46,S,Female,20000.00,1,2023-10-15,0-1 Miles,Runcorn
17973,Johnathan,Rodriguez,Johnathan Rodriguez,41,M,Male,30000.00,1,2022-03-21,1-2 Miles,Paris
17974,Kate,Raje,Kate Raje,51,M,Female,30000.00,1,2023-10-20,2-5 Miles,Berkshire
17975,Candace,Sai,Candace Sai,46,S,Female,40000.00,0,2022-03-31,0-1 Miles,Cergy
17976,Daisy,Carlson,Daisy Carlson,51,M,Female,40000.00,0,2023-12-20,0-1 Miles,München
17977,Valerie,Zeng,Valerie Zeng,52,M,Female,40000.00,0,2023-10-25,0-1 Miles,Birmingham
17978,Armando,Diaz,Armando Diaz,51,M,Male,40000.00,0,2023-10-18,0-1 Miles,Bury
17979,Lisa,Lin,Lisa Lin,51,M,Female,40000.00,0,2023-10-10,0-1 Miles,Runcorn
17980,Paige,Hughes,Paige Hughes,53,S,Female,30000.00,1,2023-12-02,0-1 Miles,Kassel
17981,Fernando,Mitchell,Fernando Mitchell,47,M,Male,30000.00,1,2023-09-29,2-5 Miles,Warrington
17982,Francisco,Mehta,Francisco Mehta,52,S,Male,40000.00,0,2022-05-19,0-1 Miles,Saint Ouen
17983,Carol,Saunders,Carol Saunders,53,M,Female,40000.00,0,2023-12-14,0-1 Miles,Hamburg
17984,Barbara,Andersen,Barbara Andersen,53,M,Female,40000.00,0,2023-12-19,0-1 Miles,Hof
17985,Cedric,Sun,Cedric Sun,53,M,Male,40000.00,0,2023-12-24,0-1 Miles,Kiel
17986,Monica,Malhotra,Monica Malhotra,47,M,Female,40000.00,0,2023-12-16,0-1 Miles,München
17987,Cara,Sun,Cara Sun,54,M,Female,30000.00,1,2022-05-05,2-5 Miles,Paris
17988,Alfredo,Diaz,Alfredo Diaz,54,S,Male,20000.00,2,2024-10-23,0-1 Miles,Paris
17989,Tiffany,Sun,Tiffany Sun,54,S,Female,20000.00,2,2023-12-03,0-1 Miles,Ingolstadt
17990,Kristina,Patel,Kristina Patel,44,S,Female,20000.00,2,2023-10-22,0-1 Miles,Milton Keynes
17991,Richard,Kelly,Richard Kelly,49,M,Male,30000.00,1,2024-07-24,0-1 Miles,Kirkby
17992,Sandra,Ma,Sandra Ma,55,S,Female,10000.00,5,2024-02-27,0-1 Miles,Solingen
17993,Richard,Williams,Richard Williams,89,M,Male,10000.00,4,2024-02-03,0-1 Miles,Hamburg
17994,Bradley,Xu,Bradley Xu,55,S,Male,20000.00,2,2024-02-16,0-1 Miles,Berlin
17995,Sabrina,Jimenez,Sabrina Jimenez,56,S,Female,20000.00,2,2024-09-03,0-1 Miles,Stuttgart
17996,Cedric,Raji,Cedric Raji,50,S,Male,20000.00,3,2022-06-07,0-1 Miles,Les Ulis
17997,April,Sharma,April Sharma,50,S,Female,20000.00,3,2024-04-18,0-1 Miles,Villeneuve-d'Ascq
17998,Tammy,Weber,Tammy Weber,51,S,Female,20000.00,3,2023-12-25,0-1 Miles,Neunkirchen
17999,Byron,Romero,Byron Romero,57,S,Male,20000.00,3,2022-06-24,0-1 Miles,Dunkerque
18000,Ramon,She,Ramon She,56,S,Male,20000.00,3,2023-10-12,0-1 Miles,Billericay
18001,Ross,Suri,Ross Suri,56,S,Male,20000.00,3,2024-11-11,0-1 Miles,Berlin
18002,Gina,Navarro,Gina Navarro,87,M,Female,20000.00,2,2024-09-21,2-5 Miles,Berlin
18003,Edwin,Chande,Edwin Chande,86,M,Male,30000.00,1,2025-01-24,2-5 Miles,Werne
18004,Tonya,Shen,Tonya Shen,54,M,Female,40000.00,0,2022-06-10,0-1 Miles,Paris
18005,Renee,Ramos,Renee Ramos,53,M,Female,40000.00,0,2023-12-20,0-1 Miles,Hamburg
18006,Franklin,Chander,Franklin Chander,85,M,Male,40000.00,1,2024-05-01,0-1 Miles,Paderborn
18007,Michele,Suri,Michele Suri,86,M,Female,40000.00,1,2024-07-27,0-1 Miles,Bracknell
18008,Deanna,Sai,Deanna Sai,54,S,Female,30000.00,2,2022-07-17,0-1 Miles,Drancy
18009,Deanna,Prasad,Deanna Prasad,55,S,Female,30000.00,2,2022-07-27,0-1 Miles,Lieusaint
18010,Clarence,Jai,Clarence Jai,49,S,Male,30000.00,2,2022-08-06,0-1 Miles,Orleans
18011,Frank,Gomez,Frank Gomez,55,S,Male,30000.00,2,2022-08-04,0-1 Miles,Paris
18012,Karen,Zhu,Karen Zhu,55,M,Female,40000.00,1,2024-11-02,0-1 Miles,Gloucestershire
18013,Kathleen,Munoz,Kathleen Munoz,43,M,Female,40000.00,1,2025-01-14,0-1 Miles,London
18014,Wayne,Xu,Wayne Xu,56,S,Male,30000.00,2,2024-04-06,0-1 Miles,Croix
18015,Haley,Edwards,Haley Edwards,56,S,Female,30000.00,2,2024-11-14,0-1 Miles,Dunkerque
18016,Tiffany,Liu,Tiffany Liu,50,M,Female,30000.00,2,2024-11-14,0-1 Miles,Saint-Denis
18017,Kurt,Shan,Kurt Shan,50,S,Male,30000.00,2,2024-02-17,0-1 Miles,Berlin
18018,Peter,Xie,Peter Xie,51,S,Male,30000.00,3,2024-09-08,0-1 Miles,Verrieres Le Buisson
18019,Yolanda,Raji,Yolanda Raji,56,M,Female,40000.00,1,2023-12-03,0-1 Miles,München
18020,Armando,Ruiz,Armando Ruiz,43,S,Male,20000.00,0,2024-08-23,2-5 Miles,Solingen
18021,Trisha,She,Trisha She,43,S,Female,20000.00,4,2023-10-03,0-1 Miles,Milton Keynes
18022,Victor,Alvarez,Victor Alvarez,40,S,Male,20000.00,5,2024-02-27,0-1 Miles,Berlin
18023,Terrence,Raji,Terrence Raji,40,S,Male,20000.00,5,2024-10-01,0-1 Miles,Bonn
18024,Nancy,Kapoor,Nancy Kapoor,40,S,Female,30000.00,3,2024-04-01,0-1 Miles,Woolston
18025,Benjamin,Flores,Benjamin Flores,41,S,Male,30000.00,3,2024-08-20,0-1 Miles,Lille
18026,Alisha,He,Alisha He,56,M,Female,40000.00,1,2023-10-29,0-1 Miles,Oxon
18027,Alexia,Griffin,Alexia Griffin,47,M,Female,30000.00,1,2023-12-12,0-1 Miles,Saarlouis
18028,Jessie,Zheng,Jessie Zheng,47,M,Male,40000.00,1,2023-11-11,0-1 Miles,Oxford
18029,Carmen,Malhotra,Carmen Malhotra,42,S,Female,30000.00,0,2024-08-26,2-5 Miles,Bottrop
18030,Victor,Torres,Victor Torres,44,S,Male,20000.00,0,2024-03-06,1-2 Miles,Liverpool
18031,Shawna,Tang,Shawna Tang,45,S,Female,10000.00,0,2024-05-16,0-1 Miles,Offenbach
18032,Cassie,Raji,Cassie Raji,44,M,Female,20000.00,0,2024-05-05,2-5 Miles,Paris
18033,Evelyn,Patel,Evelyn Patel,44,S,Female,30000.00,0,2024-09-01,2-5 Miles,Solingen
18034,Ethan,Robinson,Ethan Robinson,108,M,Male,10000.00,4,2024-05-21,0-1 Miles,Paderborn
18035,Karen,Zhang,Karen Zhang,45,S,Female,20000.00,0,2024-12-26,1-2 Miles,Werne
18036,Bruce,Sanchez,Bruce Sanchez,40,S,Male,20000.00,0,2024-03-28,0-1 Miles,Duesseldorf
18037,Bruce,Garcia,Bruce Garcia,46,S,Male,20000.00,0,2024-09-09,0-1 Miles,Gloucestershire
18038,Kelli,Kumar,Kelli Kumar,45,S,Female,30000.00,0,2022-08-11,2-5 Miles,Chatou
18039,Logan,Clark,Logan Clark,44,M,Male,30000.00,0,2022-09-04,0-1 Miles,Dunkerque
18040,Curtis,Liu,Curtis Liu,46,M,Male,10000.00,0,2024-06-29,0-1 Miles,Suresnes
18041,Sheena,Xie,Sheena Xie,47,S,Female,20000.00,0,2024-07-17,1-2 Miles,Leeds
18042,Stanley,Srini,Stanley Srini,47,S,Male,20000.00,0,2024-04-01,1-2 Miles,York
18043,Katie,Chande,Katie Chande,41,S,Female,20000.00,0,2024-05-20,1-2 Miles,Dunkerque
18044,Kendra,Carlson,Kendra Carlson,41,S,Female,20000.00,0,2024-09-07,1-2 Miles,London
18045,Toni,Arun,Toni Arun,41,S,Female,30000.00,0,2023-12-08,2-5 Miles,München
18046,Terry,Jai,Terry Jai,46,S,Male,30000.00,0,2022-09-23,2-5 Miles,Verrieres Le Buisson
18047,Latasha,Alvarez,Latasha Alvarez,46,M,Female,30000.00,0,2022-12-29,0-1 Miles,Bonn
18048,Alisha,Sun,Alisha Sun,45,S,Female,30000.00,0,2024-11-18,1-2 Miles,Berks
18049,Patrick,Watson,Patrick Watson,48,S,Male,40000.00,4,2024-09-13,2-5 Miles,Lynnwood
18050,Sara,Cooper,Sara Cooper,59,M,Female,60000.00,1,2024-09-09,0-1 Miles,Oakland
18051,Caroline,Price,Caroline Price,58,M,Female,60000.00,1,2024-12-02,2-5 Miles,Shawnee
18052,Maria,Young,Maria Young,53,M,Female,60000.00,1,2024-09-17,0-1 Miles,San Francisco
18053,Stefanie,Smith,Stefanie Smith,59,S,Female,40000.00,0,2024-02-11,2-5 Miles,Charlotte
18054,Jake,Zeng,Jake Zeng,54,S,Male,40000.00,0,2024-04-23,0-1 Miles,Cliffside
18055,Trevor,Harrison,Trevor Harrison,53,S,Male,50000.00,0,2024-02-12,0-1 Miles,Langford
18056,Haley,Price,Haley Price,47,S,Female,60000.00,0,2024-09-06,0-1 Miles,El Cajon
18057,Logan,Washington,Logan Washington,42,M,Male,60000.00,0,2024-09-02,0-1 Miles,Lakewood
18058,Riley,Patterson,Riley Patterson,92,S,Female,20000.00,3,2024-09-03,2-5 Miles,Berkeley
18059,Bailey,Gonzalez,Bailey Gonzalez,60,M,Female,60000.00,1,2024-09-07,0-1 Miles,Walla Walla
18060,Sara,Carter,Sara Carter,60,M,Female,60000.00,1,2024-09-01,2-5 Miles,Redmond
18061,Jesse,Bailey,Jesse Bailey,70,M,Male,40000.00,4,2024-07-14,1-2 Miles,Daly City
18062,Dylan,Anderson,Dylan Anderson,64,M,Male,70000.00,4,2024-09-22,1-2 Miles,San Gabriel
18063,Alexandria,Ward,Alexandria Ward,70,S,Female,70000.00,4,2024-03-26,10+ Miles,San Carlos
18064,Catherine,Rivera,Catherine Rivera,75,M,Female,40000.00,4,2024-03-22,2-5 Miles,Lakewood
18065,Julia,Brown,Julia Brown,75,S,Female,70000.00,5,2024-09-04,2-5 Miles,Haney
18066,Steve,He,Steve He,74,S,Male,70000.00,5,2024-11-12,10+ Miles,Beverly Hills
18067,Jackson,King,Jackson King,73,M,Male,70000.00,5,2024-11-17,10+ Miles,Portland
18068,Ethan,Walker,Ethan Walker,73,M,Male,70000.00,5,2024-10-31,2-5 Miles,Woodland Hills
18069,Elijah,Hill,Elijah Hill,74,M,Male,70000.00,5,2024-08-01,10+ Miles,El Cajon
18070,Alyssa,Martinez,Alyssa Martinez,74,M,Female,60000.00,4,2025-01-23,10+ Miles,Santa Monica
18071,Katelyn,Campbell,Katelyn Campbell,68,M,Female,60000.00,4,2024-04-25,2-5 Miles,Grossmont
18072,Maria,Perez,Maria Perez,73,S,Female,60000.00,4,2024-09-07,10+ Miles,W. Linn
18073,Robert,Chen,Robert Chen,73,M,Male,60000.00,4,2025-01-20,10+ Miles,San Gabriel
18074,Julia,Hall,Julia Hall,73,S,Female,70000.00,2,2024-07-19,10+ Miles,Lynnwood
18075,Courtney,Adams,Courtney Adams,73,S,Female,70000.00,2,2024-11-05,2-5 Miles,Torrance
18076,Andre,Mehta,Andre Mehta,56,M,Male,70000.00,2,2024-10-29,10+ Miles,Chula Vista
18077,Philip,Ruiz,Philip Ruiz,67,M,Male,70000.00,2,2024-05-30,10+ Miles,Cliffside
18078,Ruben,Srini,Ruben Srini,73,M,Male,70000.00,2,2024-03-27,10+ Miles,Cliffside
18079,Victoria,Martin,Victoria Martin,73,M,Female,60000.00,5,2024-09-16,10+ Miles,La Jolla
18080,Paige,Richardson,Paige Richardson,72,M,Female,60000.00,5,2024-09-04,2-5 Miles,Novato
18081,Amanda,Parker,Amanda Parker,72,M,Female,40000.00,2,2024-07-12,2-5 Miles,Port Hammond
18082,Steven,Sanchez,Steven Sanchez,60,M,Male,60000.00,2,2024-11-08,10+ Miles,Edmonds
18083,Osarumwense,Agbonile,Osarumwense Agbonile,72,M,Male,60000.00,2,2024-06-30,10+ Miles,Issaquah
18084,Jessica,Diaz,Jessica Diaz,72,S,Female,60000.00,2,2024-09-19,2-5 Miles,Redmond
18085,Christy,Nath,Christy Nath,71,S,Female,60000.00,2,2024-09-27,2-5 Miles,Colma
18086,Jaclyn,Zeng,Jaclyn Zeng,71,S,Female,60000.00,2,2024-09-11,2-5 Miles,Concord
18087,Marcus,Long,Marcus Long,71,S,Male,60000.00,2,2024-08-29,10+ Miles,Grossmont
18088,Seth,Stewart,Seth Stewart,72,M,Male,60000.00,2,2024-09-12,2-5 Miles,Lincoln Acres
18089,Melanie,Gonzales,Melanie Gonzales,70,M,Female,40000.00,2,2024-11-29,10+ Miles,Langford
18090,Lucas,Smith,Lucas Smith,65,M,Male,40000.00,2,2024-04-21,2-5 Miles,Langley
18091,Chase,Bell,Chase Bell,65,S,Male,40000.00,2,2024-12-05,10+ Miles,Metchosin
18092,Eduardo,Baker,Eduardo Baker,71,M,Male,40000.00,2,2024-12-02,10+ Miles,N. Vancouver
18093,Grace,Johnson,Grace Johnson,70,S,Female,60000.00,2,2024-06-16,10+ Miles,Salem
18094,Roy,Alonso,Roy Alonso,70,S,Male,60000.00,2,2024-02-19,10+ Miles,Bellflower
18095,Thomas,Campbell,Thomas Campbell,70,M,Male,60000.00,2,2024-02-05,10+ Miles,Beverly Hills
18096,Ariana,Kelly,Ariana Kelly,71,M,Female,60000.00,2,2024-09-06,2-5 Miles,Beverly Hills
18097,Sydney,Stewart,Sydney Stewart,64,S,Female,60000.00,2,2024-03-22,10+ Miles,Renton
18098,Edward,Lee,Edward Lee,69,M,Male,60000.00,2,2024-09-06,2-5 Miles,W. Linn
18099,Marcus,Edwards,Marcus Edwards,64,M,Male,60000.00,2,2024-06-10,2-5 Miles,Glendale
18100,Kyle,Li,Kyle Li,69,M,Male,70000.00,4,2024-07-17,10+ Miles,Newport Beach
18101,Bailey,Turner,Bailey Turner,70,M,Female,70000.00,4,2024-11-18,10+ Miles,Novato
18102,Nicholas,Lewis,Nicholas Lewis,70,M,Male,80000.00,3,2024-02-04,1-2 Miles,Spring Valley
18103,Chelsea,Gonzalez,Chelsea Gonzalez,69,S,Female,60000.00,2,2024-12-10,2-5 Miles,Cliffside
18104,Taylor,Coleman,Taylor Coleman,69,M,Female,60000.00,2,2024-04-02,2-5 Miles,Tacoma
18105,Destiny,Brooks,Destiny Brooks,63,M,Female,60000.00,2,2024-03-26,10+ Miles,W. Linn
18106,Carson,Alexander,Carson Alexander,68,M,Male,60000.00,2,2024-04-21,10+ Miles,Bellflower
18107,Laura,Liang,Laura Liang,69,M,Female,60000.00,2,2025-01-03,10+ Miles,Burlingame
18108,Colin,Gao,Colin Gao,68,M,Male,60000.00,2,2024-09-01,2-5 Miles,Colma
18109,Samuel,Campbell,Samuel Campbell,69,S,Male,60000.00,2,2024-02-23,10+ Miles,La Jolla
18110,Austin,Li,Austin Li,63,M,Male,60000.00,2,2024-02-03,10+ Miles,Long Beach
18111,Timothy,Morris,Timothy Morris,63,M,Male,70000.00,4,2024-02-15,1-2 Miles,Mill Valley
18112,Sophia,Gonzalez,Sophia Gonzalez,69,M,Female,70000.00,4,2024-06-10,2-5 Miles,San Francisco
18113,Abigail,Simmons,Abigail Simmons,69,M,Female,70000.00,4,2024-11-07,10+ Miles,Torrance
18114,Alexandria,Foster,Alexandria Foster,62,S,Female,70000.00,2,2025-01-14,10+ Miles,West Covina
18115,Richard,Young,Richard Young,67,M,Male,70000.00,2,2024-11-23,10+ Miles,Seattle
18116,Thomas,Li,Thomas Li,67,M,Male,70000.00,2,2024-10-12,2-5 Miles,N. Vancouver
18117,Fernando,Washington,Fernando Washington,56,S,Male,60000.00,2,2024-12-23,10+ Miles,Redmond
18118,Megan,Reed,Megan Reed,68,M,Female,60000.00,2,2024-11-29,2-5 Miles,Newton
18119,Shawn,Nath,Shawn Nath,62,M,Male,60000.00,2,2024-10-19,10+ Miles,Colma
18120,Isabella,Martin,Isabella Martin,68,M,Female,60000.00,2,2024-09-06,2-5 Miles,Berkeley
18121,Madeline,Young,Madeline Young,51,M,Female,60000.00,2,2024-09-16,2-5 Miles,Spokane
18122,Justin,Hughes,Justin Hughes,66,S,Male,70000.00,4,2024-10-25,10+ Miles,Langley
18123,Emily,Hughes,Emily Hughes,61,M,Female,70000.00,4,2024-03-03,2-5 Miles,Downey
18124,Calvin,Chander,Calvin Chander,50,M,Male,130000.00,2,2024-09-16,0-1 Miles,Neunkirchen
18125,Leah,Cai,Leah Cai,51,M,Female,130000.00,2,2022-12-30,5-10 Miles,Sulzbach Taunus
18126,Larry,Ortega,Larry Ortega,61,M,Male,130000.00,2,2023-11-21,5-10 Miles,Leeds
18127,Franklin,He,Franklin He,61,M,Male,130000.00,2,2023-11-03,5-10 Miles,London
18128,Roberto,Suarez,Roberto Suarez,62,M,Male,90000.00,2,2024-04-15,2-5 Miles,Bobigny
18129,Elizabeth,Rodriguez,Elizabeth Rodriguez,63,M,Female,100000.00,2,2024-06-05,5-10 Miles,Chatou
18130,Kaitlyn,Mitchell,Kaitlyn Mitchell,63,S,Female,130000.00,3,2023-01-08,0-1 Miles,Neunkirchen
18131,Ann,Malhotra,Ann Malhotra,64,S,Female,110000.00,2,2022-09-16,5-10 Miles,Roissy en Brie
18132,Adrienne,Blanco,Adrienne Blanco,64,M,Female,110000.00,2,2022-09-14,5-10 Miles,Sèvres
18133,Karen,Smith,Karen Smith,47,S,Female,120000.00,3,2023-02-07,5-10 Miles,Frankfurt
18134,Melody,Romero,Melody Romero,58,M,Female,120000.00,3,2023-02-12,5-10 Miles,Hof
18135,Blake,Diaz,Blake Diaz,58,M,Male,120000.00,3,2023-11-04,5-10 Miles,Gateshead
18136,Carl,Xie,Carl Xie,58,M,Male,130000.00,3,2023-11-16,5-10 Miles,London
18137,Gabriel,Kumar,Gabriel Kumar,65,M,Male,90000.00,2,2022-09-03,10+ Miles,Saint Germain en Laye
18138,Walter,Alonso,Walter Alonso,65,M,Male,100000.00,2,2024-12-06,2-5 Miles,Paris
18139,Jennifer,Washington,Jennifer Washington,54,M,Female,120000.00,3,2023-02-23,5-10 Miles,Hamburg
18140,Anthony,White,Anthony White,65,M,Male,130000.00,3,2023-02-21,5-10 Miles,Neunkirchen
18141,Deanna,Chandra,Deanna Chandra,59,M,Female,130000.00,3,2023-11-04,0-1 Miles,Berkshire
18142,Riley,Bradley,Riley Bradley,66,S,Female,80000.00,3,2024-10-28,10+ Miles,Roubaix
18143,Chad,Shen,Chad Shen,75,S,Male,70000.00,5,2022-10-05,10+ Miles,Paris
18144,Katie,Chapman,Katie Chapman,70,M,Female,80000.00,5,2024-11-30,2-5 Miles,Paris
18145,David,So,David So,64,M,Male,80000.00,5,2024-02-10,2-5 Miles,Bonn
18146,Eugene,Wang,Eugene Wang,76,S,Male,90000.00,5,2024-10-23,10+ Miles,Hamburg
18147,Katrina,Luo,Katrina Luo,75,M,Female,170000.00,3,2023-11-27,0-1 Miles,York
18148,Jaclyn,Huang,Jaclyn Huang,74,M,Female,60000.00,3,2022-10-16,2-5 Miles,Colombes
18149,Rebekah,Blanco,Rebekah Blanco,63,M,Female,100000.00,2,2024-04-04,2-5 Miles,Berkshire
18150,Mitchell,Deng,Mitchell Deng,73,S,Male,80000.00,5,2024-02-21,10+ Miles,Colombes
18151,Brendan,She,Brendan She,68,S,Male,80000.00,5,2024-03-23,10+ Miles,Saint Germain en Laye
18152,Bryant,Suri,Bryant Suri,74,S,Male,90000.00,5,2024-02-26,2-5 Miles,Pantin
18153,Karen,Gao,Karen Gao,73,M,Female,100000.00,2,2025-01-02,10+ Miles,Berlin
18154,Calvin,She,Calvin She,73,S,Male,100000.00,2,2024-05-27,10+ Miles,Berlin
